id,status,milestone,priority,title,description,area,category,files,verification,blocked_by,commit
63,done,Unreleased,low,Add visible editor exit navigation,"Added an accessible Salir link to the editor topbar that returns authenticated users to Mis templates (/gallery/) and covered its visibility, label, and destination with a browser regression.",editor_core,navigation,templates/editor/editor.html;static/editor/editor.css;tests/e2e/editor_ux.spec.js,playwright_e2e,none,
64,done,Unreleased,medium,Implement opt-in anonymous analytics,"Added consent-gated pseudonymous visitors, bounded sessions/events, safe click and sampled pointer tracking, owner-scoped metrics and heatmap APIs/dashboard, and configurable purge_analytics retention without storing IPs, auth identity, query strings, or form values.",analytics,feature,apps/analytics;apps/editor/rendering.py;apps/editor/views.py;static/analytics;templates/analytics;config/settings/base.py;config/urls.py;tests/test_analytics.py;tests/e2e/analytics.spec.js,pytest;playwright_e2e;manual_public_page,none,
65,done,Unreleased,high,Allow AI edits on legacy-class editor nodes,"Selected nodes from pre-Tailwind pages may contain semantic classes such as site-header. The transform now removes only legacy classes from AI context while preserving strict validation for generated operations; the deterministic fake provider emits an allowlisted highlight class.",ai_assistant,compatibility,apps/ai_assistant/sanitize.py;apps/ai_assistant/tailwind_classes.py;apps/ai_assistant/serializers.py;apps/ai_assistant/providers.py;tests/test_ai_transform.py;tests/test_tailwind_classes.py,pytest;manual_live_transform,none,
66,done,Unreleased,high,Implement configurable template palettes,"Added the canonical server palette catalog, optional styles.palette metadata, strict four-role hex validation, preset/custom/AI flows, accessible contrast feedback, one-step preset undo, wizard preset context, legacy compatibility, and rendering/export preservation. Verified with 251 PostgreSQL pytest tests, Node checks, Tailwind build, and 15 Playwright tests at desktop and 320px; synchronized OpenSpec and project records afterward.",editor_core,feature,apps/editor/palettes.py;apps/editor/serializers.py;apps/editor/views.py;apps/ai_assistant/document_validation.py;apps/ai_assistant/operations.py;apps/ai_assistant/wizard_service.py;templates/editor/editor.html;templates/editor/template_wizard.html;static/editor/editor-core.js;static/editor/template-wizard.js;tests/test_palettes.py;tests/test_editor_rendering.py;tests/test_user_templates.py;tests/e2e/editor_ux.spec.js;openspec/specs/editor/palettes.md;TODO.md;UXUI.md;CHANGELOG.md;BACKLOG.csv;learnings.jsonl,docs;pytest;node_test;playwright_e2e;manual_render,none,
67,done,Unreleased,high,Add owner-scoped reusable palette catalog,"Added UserPalette persistence and owner-scoped CRUD at /api/user-palettes/, injected saved palettes into the editor and wizard, and enforced canonical four-role validation plus owner resolution during wizard generation. Editor save/apply/delete controls preserve styles.variables as the only render source.",editor_core,feature,apps/editor/models.py;apps/editor/migrations/0008_userpalette.py;apps/editor/palettes.py;apps/editor/serializers.py;apps/editor/views.py;apps/editor/palette_api_urls.py;config/urls.py;apps/ai_assistant/serializers.py;apps/ai_assistant/wizard_views.py;apps/ai_assistant/wizard_service.py;templates/editor/editor.html;templates/editor/template_wizard.html;static/editor/editor-core.js;static/editor/template-wizard.js;tests/test_user_palettes.py;tests/test_ai_wizard.py;tests/test_wizard_service.py;openspec/specs/editor/palettes.md;TODO.md;UXUI.md;learnings.jsonl,pytest;node_test;playwright_e2e,none,
68,done,Unreleased,medium,Adopt pnpm as the frontend package manager,"Replaced project-level npm installation and run commands with pnpm 10.33.2, generated pnpm-lock.yaml, and synchronized local, Docker, CI, and contributor workflows.",tooling,infra,package.json;pnpm-lock.yaml;run-local.sh;Dockerfile;.github/workflows/ci.yml;README.md;AGENTS.md;openspec/project.md;UXUI.md;CHANGELOG.md,pnpm_install;pnpm_test;pnpm_build_css;docker_build_local,none,
69,done,Unreleased,medium,Add interactive local setup bootstrap,"Added setup.sh to verify uv/Python 3.12+, Node 20+, pnpm 10.33.2, .env, Docker Compose, project dependencies, Tailwind, PostgreSQL, and migrations. Missing system requirements require explicit confirmation; refusing a required installation stops the setup.",tooling,developer_experience,setup.sh;README.md;AGENTS.md;openspec/project.md;CHANGELOG.md;BACKLOG.csv;learnings.jsonl,bash_syntax;setup_success;setup_decline_prompt;postgresql_healthy;tailwind_build;django_migrations,none,aca2849
70,done,Unreleased,medium,Add deterministic local mockup loader,"Added mockup.sh and the mockup_data management command. The local-only workflow migrates, flushes the database and referenced media files, then seeds deterministic records for every application model with a development safety guard. Optional demo credential overrides and the non-development safety escape hatch are documented in .env.example.",tooling,developer_experience,mockup.sh;apps/editor/management/commands/mockup_data.py;tests/test_mockup_data.py;.env.example;README.md;AGENTS.md;openspec/project.md;CHANGELOG.md;BACKLOG.csv;learnings.jsonl,bash_syntax;pytest_mockup_data;pytest_full;mockup_postgresql;document_validation;env_example_mockup,none,c62ab54
71,done,Unreleased,high,Close CSS-value style-tag breakout gap (PROPOSAL.md item 4),"check_css_declaration/check_css_variable only rejected expression()/javascript:/@import/unsafe url() in a CSS value, not angle brackets or braces - a crafted value (e.g. red; } then a literal closing style tag then a script tag) would break out of the server-rendered inline style block in apps/editor/rendering.py (published pages), since that HTML is built via raw string interpolation, not DOM textContent. Found via a from-scratch review of corebunch/instatic's three-tier CSS sanitizer split. Fixed by extending CSS_VALUE_FORBIDDEN to also reject < > { } in both check_css_declaration and check_css_variable (same single choke point both operations.py's set_css_declaration/set_style_variable and document_validation.py's wizard full-document validation already route through).",ai_security,security_fix,apps/ai_assistant/sanitize.py;tests/test_sanitize.py,pytest,none,
72,done,Unreleased,medium,Add architecture-as-tests suite (PROPOSAL.md item 5),"tests/test_architecture.py encodes three invariants from openspec/project.md's gotchas as CI-run pytest checks instead of only convention: no inline <script> with executable JS in any template (CSP script-src 'self' silently blocks it), no AI provider secret env-var name referenced in any static/**/*.js file, and editor-core.js's window.EditorCore facade stays appended near the end of the file rather than spliced into the original IIFE body. Writing the first check surfaced a real live bug: templates/storefront/payu_redirect.html had an inline <script> auto-submitting the PayU form after 250ms - silently CSP-blocked, so the auto-redirect never fired (the manual Continuar button still worked, so it was degraded, not fully broken). Fixed by moving it to static/storefront/payu-redirect.js and loading it with <script src>.",testing_infra,tech_debt,tests/test_architecture.py;templates/storefront/payu_redirect.html;static/storefront/payu-redirect.js,pytest,none,
73,done,Unreleased,medium,Add owner-scoped audit log for AI and template edits (PROPOSAL.md item 10),"New AuditEvent model (apps/editor, migration 0009) records ai_transform, ai_wizard_generate, template_create, and template_save actions with owner, target_type/target_id, and a small metadata blob (instruction text, operation count, template name) - closes a real debugging gap where the only trail of which AI instruction produced a given UserTemplateRevision was server.log, not queryable per template. Read-only GET /api/audit-events/, owner-scoped. palette_apply was dropped from the original proposal's action set since applying a palette preset is purely client-side (editor-core.js, no server round-trip to hook a write into); revision_restore was folded into template_save since restoring already goes through the same PATCH perform_update path. Surfaced as an Actividad panel in the save modal next to the existing Historial revision list.",editor_core,feature,apps/editor/models.py;apps/editor/migrations/0009_auditevent.py;apps/editor/views.py;apps/editor/serializers.py;apps/editor/admin.py;apps/ai_assistant/views.py;apps/ai_assistant/wizard_views.py;config/urls.py;static/editor/save-template.js;templates/editor/editor.html;tests/test_audit_log.py;tests/test_ai_transform.py,pytest,none,
74,done,Unreleased,low,Add upload placeholder color for saved images (PROPOSAL.md item 11),"UploadedAsset gained placeholder_color (image_processing.py's _dominant_color_hex, a one-pixel Pillow downsample, no new dependency), shown as a CSS background-color behind the thumbnail while the real file loads in the wizard's upload strip (template-wizard.js) and the editor's saved-image picker (editor-core.js). Substituted for a literal blurhash decode as originally proposed: a full blurhash needs a JS DCT decoder and static/editor/*.js has no build step to vendor one into, while a one-pixel average color gets the same don't-show-a-blank-box outcome with a one-line client-side style instead. Folders and per-page usage tracking (the other half of the original proposal item) stay deferred, no current pain point reported for a flat per-owner asset list.",editor_core,feature,apps/editor/image_processing.py;apps/editor/models.py;apps/editor/migrations/0010_uploadedasset_placeholder_color.py;apps/editor/views.py;apps/editor/serializers.py;static/editor/template-wizard.js;static/editor/editor-core.js;tests/test_wizard_upload.py,pytest,none,
75,done,Unreleased,medium,Add HTML paste import (PROPOSAL.md item 12),"New apps/ai_assistant/html_import.py (html_to_node, stdlib html.parser only) converts pasted external markup into a node tree, routed through the exact same sanitize_node gate as AI-authored operations - zero new trust boundary. Simplified from the original proposal: class and style attributes are dropped outright rather than partially preserved through the Tailwind allowlist, since per-class mapping was materially more complexity than the feature warranted; the response's skipped_attributes count tells the client how many were dropped so it can say so instead of silently changing the paste. New POST /api/ai/editor/import-html/ (html_import throttle scope, 20/m, synchronous, no SSE/provider call), a Pegar HTML button and modal in the editor topbar, static/editor/html-import.js.",ai_assistant,feature,apps/ai_assistant/html_import.py;apps/ai_assistant/views.py;apps/ai_assistant/serializers.py;apps/ai_assistant/urls.py;config/settings/base.py;templates/editor/editor.html;static/editor/html-import.js;tests/test_html_import.py,pytest,none,
76,done,Unreleased,low,Add Ctrl/Cmd+K command palette to the editor (PROPOSAL.md item 13),"New static/editor/command-palette.js, entirely self-built DOM overlay (no template markup needed) with a filtered command list, dispatching by clicking the matching existing button rather than duplicating any logic. Scoped down from the original proposal: dispatches only to the always-available topbar actions (Guardar/Deshacer/Rehacer/Pegar HTML/Importar JSON/Descargar JSON/Copiar JSON), not the quick-insert content presets, which live inside modal-dependent state that would need its own investigation first. Verified live in a real browser (official Playwright container, host was missing Chromium system libs) via the new tests/e2e/command_palette.spec.js: open/filter/Escape and running a command from the palette.",editor_core,feature,static/editor/command-palette.js;templates/editor/editor.html;tests/e2e/command_palette.spec.js,playwright_e2e,none,
77,done,Unreleased,low,Sync README endpoint docs for HTML import and audit log (PLAN.md step 1; REVIEW.md gap),"README.md documented POST /api/ai/editor/transform/ and the wizard endpoints but was never updated when items 10 and 12 (PROPOSAL.md) shipped. Added a short paragraph after the existing wizard request-flow section for POST /api/ai/editor/import-html/ and GET /api/audit-events/, matching the doc's existing narrative style rather than a bare list.",documentation,tech_debt,README.md,none,none,
78,done,Unreleased,medium,Add AuditEvent per-owner retention cap (PLAN.md step 2; REVIEW.md gap),"AuditEvent grew unbounded with no purge path, unlike UserTemplateRevision (REVISION_RETENTION_LIMIT) and apps/analytics's purge_analytics command - flagged in REVIEW.md as a real inconsistency, since metadata stores AI instruction text indefinitely. Fixed with Option A from PLAN.md: a new AuditEvent.record() classmethod creates the row then prunes that owner's events to RETENTION_LIMIT=100 (self-enforcing, no scheduling dependency, same inline-prune shape UserTemplateRevision already uses). All three write sites (UserTemplateViewSet.perform_create/perform_update, EditorTransformView, WizardGenerateView) switched from AuditEvent.objects.create to AuditEvent.record. The read API's defensive slice now references AuditEvent.RETENTION_LIMIT instead of a separate duplicated constant.",editor_core,tech_debt,apps/editor/models.py;apps/editor/views.py;apps/ai_assistant/views.py;apps/ai_assistant/wizard_views.py;tests/test_audit_log.py,pytest,none,
79,done,Unreleased,low,Map a safe subset of imported inline styles to Tailwind classes (PLAN.md step 3),"HTML import (PROPOSAL.md item 12) originally dropped class and style entirely - REVIEW.md flagged this as understating the real UX cost, since pasting any styled snippet produced completely unstyled output. Added STYLE_TO_TAILWIND, a small (10-entry) allowlisted table of exact (property, value) matches (text-align, font-weight, font-style, text-decoration) mapped to their Tailwind class, each still re-validated through is_allowed_tailwind_class before being kept - never a general CSS-to-Tailwind converter, only known exact matches. Raw class= is still always dropped. skipped_attributes now counts only what's actually still dropped after mapping, not every style declaration. Updated the in-UI help copy and toast message to describe the new partial-mapping behavior instead of a blanket 'no se conservan'.",ai_assistant,feature,apps/ai_assistant/html_import.py;apps/ai_assistant/views.py;templates/editor/editor.html;static/editor/html-import.js;tests/test_html_import.py,pytest,none,
80,done,Unreleased,low,Widen command palette to quick-insert presets after investigation (PLAN.md step 4),"PROPOSAL.md item 13 originally scoped the command palette to topbar-only actions, since the quick-insert presets ([data-preset]) live inside #sectionModal and REVIEW.md flagged not having investigated whether they need the modal open. Investigated (read-only trace through editor-core.js): the preset click handler only reads button.dataset.preset, mutates state, and toggles CSS classes on already-existing DOM elements (setActiveTab) - nothing requires the modal to be visually open, and .click() fires the listener regardless of visibility. Widened command-palette.js's COMMANDS registry with the 6 presets (Hero/Beneficios/Texto/Imagen/Llamado/Footer) dispatched by CSS selector instead of id, generalizing run() to support both. Verified live (official Playwright container): inserting Hero from the palette with the section modal closed the whole time renders the same styled section as the existing modal-driven flow.",editor_core,feature,static/editor/command-palette.js;tests/e2e/command_palette.spec.js,playwright_e2e,none,
81,done,Unreleased,high,"Fix htmlImportModal never opening, and switch EditorModals to a dynamic modal registry (round 2 PLAN.md step 1; found while fixing a REVIEW.md gap)","REVIEW.md round 2 flagged that command-palette.js never joined the shared EditorModals system (no Tab-trap, no focus-restore), unlike every other editor dialog. Wiring it in surfaced a real, separate, previously-undetected bug via live verification: editor-ai.js's EditorModals kept a hand-maintained array of exactly 5 modal element ids, and htmlImportModal (PROPOSAL.md item 12) was never added to it - clicking Pegar HTML silently did nothing, since EditorModals.open() only ever toggled visibility for elements literally in that list. No existing test (pytest or the full 17-spec e2e suite) had ever opened that modal through the UI; only its backend endpoint was tested. Fixed the root cause, not just the missing entry: modalElements is now built by querying every element matching the shared panel-modal dialog class/role once at load (closes this bug class for any future template-defined modal), plus a new EditorModals.register() for modals built dynamically in JS after that query already ran (used by the command palette). command-palette.js now calls EditorModals.open()/closeAll() instead of its own hand-rolled show/hide, gaining Tab-trapping and focus-restore-to-trigger for free. Verified live: Pegar HTML opens correctly, Escape restores focus to the triggering element, Tab stays trapped inside the open palette across 15 presses.",editor_core,bugfix,static/editor/editor-ai.js;static/editor/command-palette.js;tests/e2e/editor_ux.spec.js;tests/e2e/command_palette.spec.js,playwright_e2e,none,
82,done,Unreleased,medium,Add permanent e2e coverage for elementModal and paymentLinkModal opening (round 3 PLAN.md step 1),"REVIEW.md round 3 reviewed row 81's shared-modal-registry refactor and found the two most-used interactive surfaces in the editor - elementModal (the element inspector, opened via the floating action bar's Editar button) and paymentLinkModal (the double-click link/product flow) - had zero e2e coverage despite depending on the exact infrastructure just rewritten. Confirmed no regression via live verification first (both open correctly), then promoted that verification into permanent tests instead of discarding it. Selecting a floating-action-bar button by visible text failed during verification since makeActionButton renders icon-only text content (the label lives in aria-label/title, not textContent) - a real thing to know for anyone else writing a test against #vjpb-actions, not a product bug.",editor_core,testing,tests/e2e/editor_ux.spec.js,playwright_e2e,none,
83,done,Unreleased,medium,Add permanent e2e coverage for imagePickerModal opening; close the modal-coverage sweep (round 4 PLAN.md step 1),"REVIEW.md round 4 found row 82's coverage fix was incomplete, not wrong: it covered 2 of the 6 modalElements entries (whichever the previous round happened to think of), missing imagePickerModal (opened by double-clicking an img preview node), which depends on the exact same round-2 shared-registry refactor. Verified live first (insert an image via quick-insert, close sectionModal first since it visually overlaps the preview and intercepts the double-click otherwise, then double-click the image - modal opens correctly, no regression), then promoted to a permanent test. All 6 modalElements entries (elementModal, sectionModal, paymentLinkModal, imagePickerModal, saveTemplateModal, htmlImportModal) now have e2e coverage that they open - documented in REVIEW.md so a future round doesn't need to re-derive the list from scratch.",editor_core,testing,tests/e2e/editor_ux.spec.js,playwright_e2e,none,
84,done,Unreleased,medium,Fix run-local.sh and setup.sh hanging non-interactively on pnpm install; seed placeholder_color in mockup_data,"Auditing the .sh scripts for currency: run-local.sh hung/aborted (ERR_PNPM_ABORTED_REMOVE_MODULES_DIR_NO_TTY) when run without a TTY (an agent, a cron job) because pnpm install --frozen-lockfile prompts interactively to confirm recreating node_modules whenever its state doesn't match the lockfile - reproduced live, confirmed CI=true (which real GitHub Actions runners already set, masking this for actual CI) resolves it. setup.sh had the identical call and the same latent bug. Fixed both by prefixing with CI=true. Also found mockup_data.py's _create_asset never set the new placeholder_color field (added in this session's PROPOSAL.md item 11), leaving seeded UploadedAsset rows with an empty placeholder instead of demonstrating the feature - fixed by reusing the already-available colors[0] hex value. All four .sh scripts verified live end-to-end after the fixes: run-local.sh (server responds, migrations applied), stop-local.sh (actually stops the process it started), mockup.sh (flush+reseed succeeds, seeded assets now carry a real placeholder_color).",tooling,bugfix,run-local.sh;setup.sh;apps/editor/management/commands/mockup_data.py,manual_live_repro;pytest,none,
85,done,Unreleased,medium,Add per-IP login rate limiting (PROPOSAL.md gap-analysis item 4),"Gap analysis found every API endpoint uses ScopedRateThrottle except the session-based /login/ form itself - no throttle reference anywhere in apps/accounts/views.py or config/settings/base.py. Added a small custom throttle on LoginView (Django's cache framework, no new dependency - django-axes was considered but rejected per ponytail, the cache framework already does per-IP counting well enough for a brute-force speed bump, not a hard security boundary needing Redis-backed cross-worker consistency): 5 failed attempts per IP within 5 minutes returns 429, counter resets on successful login. Verified live via real curl POSTs against a running dev server - 6th attempt returned 429 as designed.",accounts,feature,apps/accounts/views.py;tests/test_accounts.py,pytest;manual_live_repro,none,
86,done,Unreleased,medium,Add order confirmation email infrastructure (PROPOSAL.md gap-analysis item 2),"Gap analysis found zero EMAIL_BACKEND configuration and zero send_mail/EmailMessage usage anywhere in the codebase - a buyer completing checkout never received any confirmation, only the /gracias/ page (lost if the tab closes). Added EMAIL_BACKEND setting (console backend default, same swappable-provider pattern as AI_PROVIDER - SMTP settings available via env vars for production, no code change needed to switch). New apps/storefront/views.py::_send_order_confirmation, called from _record_order_for_session (the single choke point for both real-webhook and fake-provider order creation) when an order is newly created and PAID with a known buyer_email; wrapped in try/except so a delivery failure never breaks the checkout flow the buyer is actively waiting on. Verified live via manage.py shell against real dev settings: the console backend actually printed a correctly-addressed confirmation email during a real checkout run, not just in the test-overridden locmem backend.",storefront,feature,config/settings/base.py;apps/storefront/views.py;tests/test_checkout.py,pytest;manual_live_repro,none,
87,pending,Unreleased,medium,Password reset flow - blocked on signup not collecting email (PROPOSAL.md gap-analysis item 3),"Started building Django's stdlib password-reset views/URLs (same low-effort pattern SignupView already uses for UserCreationForm) but found mid-implementation that Django's PasswordResetForm looks up users by email, while SignupForm collects only username+password - would have shipped a reset flow matching zero users, existing or new. Reverted the partial build (URLs, views, one template) rather than ship something broken. Blocked on a real product decision (add email to signup - required or optional; or skip email and use a different reset mechanism entirely) - logged in FYI.md with the three concrete options, not resurrected until the user picks one.",accounts,blocked,apps/accounts/views.py;apps/accounts/urls.py;FYI.md,none,none,
